State,Year,Open Primary Date,Primary Date,General Date,Primary Runoff Date,General Runoff Date,Special Election (Y/N),Presidential Primary,Executive Offices Only,State House District,State Senate District,National House District,National Senate,Notes,Source (Primary),Source (General if different),Source (Primary Runoff if different),,
Florida,1998,,9/1/98,11/3/98,10/1/98,,N,,,,,,,,http://results.elections.myflorida.com/Index.asp?ElectionDate=9/1/1998&DATAMODE=,http://results.elections.myflorida.com/Index.asp?ElectionDate=11/3/1998&DATAMODE=,http://results.elections.myflorida.com/Index.asp?ElectionDate=10/1/1998&DATAMODE=,,
Florida,2000,,9/5/00,11/7/00,10/3/00,,N,,,,,,,,http://results.elections.myflorida.com/Index.asp?ElectionDate=9/5/2000&DATAMODE=,http://results.elections.myflorida.com/Index.asp?ElectionDate=11/7/2000&DATAMODE=,http://results.elections.myflorida.com/Index.asp?ElectionDate=10/3/2000&DATAMODE=,,
Florida,2000,,3/14/00,,,,Y,Y,,,,,,,http://results.elections.myflorida.com/Index.asp?ElectionDate=3/14/2000&DATAMODE=,,,,
Florida,2002,,9/10/02,11/5/02,,,N,,,,,,,,http://results.elections.myflorida.com/Index.asp?ElectionDate=9/10/2002&DATAMODE=,http://results.elections.myflorida.com/Index.asp?ElectionDate=11/5/2002&DATAMODE=,,,
Florida,2004,,8/31/04,11/2/04,,,N,,,,,,,,http://results.elections.myflorida.com/Index.asp?ElectionDate=8/31/2004&DATAMODE=,http://results.elections.myflorida.com/Index.asp?ElectionDate=11/2/2004&DATAMODE=,,,
Florida,2004,,3/9/04,,,,Y,Y,,,,,,,http://results.elections.myflorida.com/Index.asp?ElectionDate=3/9/2004&DATAMODE=,,,,
Florida,2006,,9/5/06,11/7/06,,,N,,,,,,,,http://results.elections.myflorida.com/Index.asp?ElectionDate=9/5/2006&DATAMODE=,http://results.elections.myflorida.com/Index.asp?ElectionDate=11/7/2006&DATAMODE=,,,
Florida,2008,,8/26/08,11/4/08,,,N,,,,,,,,http://results.elections.myflorida.com/Index.asp?ElectionDate=8/26/2008&DATAMODE=,http://results.elections.myflorida.com/Index.asp?ElectionDate=11/4/2008&DATAMODE=,,,
Florida,2008,,1/29/08,,,,Y,Y,,,,,,,http://results.elections.myflorida.com/Index.asp?ElectionDate=1/29/2008&DATAMODE=,,,,
Florida,2010,,8/24/10,11/2/10,,,N,,,,,,,,http://results.elections.myflorida.com/Index.asp?ElectionDate=8/24/2010&DATAMODE=,http://results.elections.myflorida.com/Index.asp?ElectionDate=11/2/2010&DATAMODE=,,,
Florida,2012,,8/14/12,11/6/12,,,N,,,,,,,,http://results.elections.myflorida.com/Index.asp?ElectionDate=8/14/2012&DATAMODE=,http://results.elections.myflorida.com/Index.asp?ElectionDate=11/6/2012&DATAMODE=,,,
Florida,2012,,1/31/12,,,,Y,Y,,,,,,,http://results.elections.myflorida.com/Index.asp?ElectionDate=1/31/2012&DATAMODE=,,,,
Florida,2014,,8/26/14,11/4/14,,,N,,,,,,,,http://results.elections.myflorida.com/Index.asp?ElectionDate=8/26/2014&DATAMODE=,http://results.elections.myflorida.com/Index.asp?ElectionDate=11/4/2014&DATAMODE=,,,
Florida,2016,,8/30/16,,,,,,,,,,,,,,,,
Florida,2018,,8/28/18,,,,,,,,,,,,,,,,
Florida,2020,,8/18/20,,,,,,,,,,,,,,,,
Florida,2022,,8/23/22,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Georgia,1998,,7/21/98,11/3/98,8/11/98,,N,,,,,,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,1998,,,,12/1/98,,Y,,,,38,,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,1999,,,2/23/99,,,Y,,,,,6,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,1999,,,11/2/99,,,Y,,,,127,,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,1999,,,12/21/99,,,Y,,,,,2,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2000,,7/18/00,11/7/00,8/8/00,,N,,,,,,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2000,,3/7/00,,,,Y,Y,,,,,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2000,,,11/28/00,,,Y,,,,29,,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2000,,,2/15/00,,3/7/00,Y,,,,,30,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2000,,,1/11/00,,,Y,,,,,2,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2001,,,11/6/01,,11/27/01,Y,,,47,,,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2001,,,11/6/01,,,Y,,,139,,,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2001,,,3/27/01,,,Y,,,5,,,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2002,,6/20/02,11/5/02,9/10/02,,N,,,,,,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2002,,10/22/02,,,,Y,,,92,,,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2002,,,2/26/02,,,Y,,,85,,,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2002,,,2/12/02,,,Y,,,,48,,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2002,,,1/22/02,,,Y,,,16,,,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2002,,,1/8/02,,,Y,,,,18,,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2003,,,1/7/03,,,Y,,,1,,,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2003,,,11/25/03,,,Y,,,8,,,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2004,,7/20/04,11/2/04,8/10/04,11/23/04,N,,,,,,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2004,,3/2/04,,,,Y,Y,,,,,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2005,,,11/8/05,,,Y,,,121,,,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2005,,,9/27/05,,,Y,,,106,,,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2005,,,9/20/05,,,Y,,,,22,,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2006,,7/18/06,11/7/06,8/8/06,12/5/06,N,,,,,,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2007,,,12/18/07,,,Y,,,72,,,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2007,,,11/6/07,,12/4/07,Y,,,127,,,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2007,,,6/19/07,,7/17/07,Y,,,,,10,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2007,,,6/19/07,,,Y,,,,24,,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2008,,7/15/08,11/4/08,8/5/08,12/2/08,N,,,,,,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2008,,8/5/08,,8/26/08,,Y,,,,13,,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2008,,2/5/08,,,,Y,Y,,,,,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2008,,,5/13/08,,6/10/08,Y,,,93,,,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2009,,,11/3/09,,,Y,,,,1,,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2009,,,11/3/09,,12/1/09,Y,,,,35,,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2009,,,11/3/09,,12/1/09,Y,,,58,,,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2009,,,11/3/09,,,Y,,,75,,,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2009,,,11/3/09,,12/1/09,Y,,,129,,,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2009,,,11/3/09,,12/1/09,Y,,,141,,,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2009,,,11/3/09,,,Y,,,159,,,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2010,,7/20/10,11/2/10,8/10/10,11/30/10,N,,,,,,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2010,,,1/5/10,,2/2/10,Y,,,,22,,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2010,,,2/23/10,,,Y,,,19,,,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2010,,,5/11/10,,6/8/10,Y,,,,,9,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2010,,,5/11/10,,,Y,,,12,,,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2010,,,5/11/10,,,Y,,,,42,,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2010,,,5/11/10,,,Y,,,,49,,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2011,,,2/15/11,,,Y,,,136,,,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2011,,,2/15/11,,,Y,,,178,,,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2011,,,6/21/11,,7/19/11,Y,,,113,,,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2011,,,7/19/11,,8/16/11,Y,,,,26,,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2011,,,7/19/11,,,Y,,,139,,,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2011,,,9/20/11,,10/18/11,Y,,,43,,,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2011,,,11/8/11,,,Y,,,10,,,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2011,,,11/8/11,,12/6/11,Y,,,25,,,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2011,,,11/8/11,,12/6/11,Y,,,,28,,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2011,,,11/8/11,,12/6/11,Y,,,,50,,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2011,,,12/6/11,,1/3/12,Y,,,68,,,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2012,,7/31/12,11/6/12,8/21/12,,N,,,,,,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2012,,3/6/12,,,,Y,Y,,,,,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2012,,,2/7/12,,,Y,,,60,,,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2012,,,2/7/12,,3/6/12,Y,,,107,,,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2012,,12/4/12,,,,Y,,,,30,,,Republican Only,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2013,,,1/8/13,,2/5/13,Y,,,,11,,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2013,,,1/8/13,,,Y,,,,21,,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2013,,,1/8/13,,,Y,,,,30,,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2013,,,1/8/13,,2/5/13,Y,,,21,,,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2013,,,2/5/13,,3/5/13,Y,,,71,,,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2013,,,11/5/13,,12/3/13,Y,,,,14,,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2013,,,11/5/13,,,Y,,,100,,,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2013,,,11/5/13,,12/3/13,Y,,,104,,,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2013,,,11/5/13,,12/3/13,Y,,,127,,,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2014,,5/20/14,11/4/14,7/22/14,,N,,,,,,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2014,,,1/7/14,,2/4/14,Y,,,2,,,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2014,,,1/7/14,,2/4/14,Y,,,22,,,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2015,,,1/6/15,,2/3/15,Y,,,50,,,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2015,,,1/6/15,,2/3/15,Y,,,120,,,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2015,,,6/16/15,,7/14/15,Y,,,24,,,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2015,,,6/16/15,,7/14/15,Y,,,55,,,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2015,,,7/14/15,,,Y,,,48,,,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2015,,,7/14/15,,8/11/15,Y,,,80,,,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2015,,,7/14/15,,8/11/15,Y,,,146,,,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2015,,,7/14/15,,8/11/15,Y,,,155,,,,,http://sos.ga.gov/index.php/Elections/current_and_past_elections_results,,,,
Georgia,2016,,5/24/16,,7/26/16,,,,,,,,,,,,,,
Georgia,2018,,5/22/18,,7/24/18,,,,,,,,,,,,,,
Georgia,2020,,6/9/20,,8/11/20,,,,,,,,,,,,,,
Georgia,2022,,5/24/22,,6/21/22,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Hawaii,1998,,9/19/98,11/3/98,,,N,,,,,,,,http://elections.hawaii.gov/election-results/,,,,
Hawaii,2000,,9/23/00,11/7/00,,,N,,,,,,,,,,,,
Hawaii,2002,,9/21/02,11/5/02,,,N,,,,,,,,,,,,
Hawaii,2002,,,11/30/02,,1/4/03,Y,,,,,2,,,,,,,
Hawaii,2004,,9/18/04,11/2/04,,,N,,,,,,,,,,,,
Hawaii,2006,,9/23/06,11/7/06,,,N,,,,,,,,,,,,
Hawaii,2008,,9/20/08,11/4/08,,,N,,,,,,,,,,,,
Hawaii,2010,,9/18/10,11/2/10,,,N,,,,,,,,,,,,
Hawaii,2012,,8/11/12,11/6/12,,,N,,,,,,,,,,,,
Hawaii,2014,,8/9/14,11/4/14,,,N,,,,,,,,,,,,
Hawaii,2016,,8/13/16,,,,,,,,,,,,,,,,
Hawaii,2018,,8/11/18,,,,,,,,,,,,,,,,
Hawaii,2020,,8/8/20,,,,,,,,,,,,,,,,
Hawaii,2022,,8/13/22,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Idaho,1998,,5/26/98,11/3/98,,,N,,,,,,,,http://www.sos.idaho.gov/ELECT/results/1998/primary/98prrslt.htm,http://www.sos.idaho.gov/ELECT/results/1998/general/98gnrslt.htm,,,
Idaho,2000,,5/23/00,11/7/00,,,N,,,,,,,,http://www.sos.idaho.gov/ELECT/results/2000/primary/tot_stwd.htm,http://www.sos.idaho.gov/ELECT/results/2000/general/tot_stwd.htm,,,
Idaho,2002,,5/28/02,11/5/02,,,N,,,,,,,,http://www.sos.idaho.gov/ELECT/results/2002/primary/tot_stwd.htm,http://www.sos.idaho.gov/ELECT/results/2002/general/tot_stwd.htm,,,
Idaho,2004,,5/25/04,11/2/04,,,N,,,,,,,,http://www.sos.idaho.gov/ELECT/results/2004/primary/tot_stwd.htm,http://www.sos.idaho.gov/ELECT/results/2004/general/tot_stwd.htm,,,
Idaho,2006,,5/23/06,11/7/06,,,N,,,,,,,,http://www.sos.idaho.gov/ELECT/results/2006/primary/tot_stwd.htm,http://www.sos.idaho.gov/ELECT/results/2006/general/tot_stwd.htm,,,
Idaho,2008,,5/27/08,11/4/08,,,N,,,,,,,,http://www.sos.idaho.gov/ELECT/results/2008/Primary/tot_stwd.htm,http://www.sos.idaho.gov/ELECT/results/2008/general/tot_stwd.htm,,,
Idaho,2010,,5/25/10,11/2/10,,,N,,,,,,,,http://www.sos.idaho.gov/ELECT/results/2010/Primary/tot_stwd.htm,http://www.sos.idaho.gov/ELECT/results/2010/General/tot_stwd.htm,,,
Idaho,2012,,5/15/12,11/6/12,,,N,,,,,,,,http://www.sos.idaho.gov/ELECT/results/2012/Primary/tot_stwd.htm,http://www.sos.idaho.gov/ELECT/results/2012/General/tot_stwd.htm,,,
Idaho,2014,,5/20/14,11/4/14,,,N,,,,,,,,http://www.sos.idaho.gov/ELECT/results/2014/Primary/statewide_totals.html,http://www.sos.idaho.gov/ELECT/results/2014/General/statewide_totals.html,,,
Idaho,2016,,5/17/16,,,,,,,,,,,,,,,,
Idaho,2018,,5/15/18,,,,,,,,,,,,,,,,
Idaho,2020,,6/2/20,,,,,,,,,,,,,,,,
Idaho,2022,,5/17/22,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Illinois,1998,,3/17/98,11/3/98,,,N,,,,,,,,http://www.cnn.com/ALLPOLITICS/1998/03/19/illinois.chart/,,,,
Illinois,2000,,3/21/00,11/7/00,,,N,,,,,,,,http://www.masoncountyil.org/2000_Primary.pdf,,,,
Illinois,2002,,3/19/02,11/5/02,,,N,,,,,,,,http://www.masoncountyil.org/ElectionPrimary2002.html,,,,
Illinois,2004,,3/16/04,11/2/04,,,N,,,,,,,,http://www.masoncountyil.org/ElectionPrimary2004.html,,,,
Illinois,2006,,3/21/06,11/7/06,,,N,,,,,,,,http://www.cookcountyclerk.com/elections/results/Pages/default.aspx,,,,
Illinois,2008,,2/5/08,11/4/08,,,N,,,,,,,,http://www.cookcountyclerk.com/elections/results/Pages/default.aspx,,,,
Illinois,2010,,2/2/10,11/2/10,,,N,,,,,,,,https://www.elections.il.gov/Downloads/ElectionInformation/VoteTotals/2010GPOfficialVote.pdf,https://www.elections.il.gov/Downloads/ElectionInformation/VoteTotals/2010GEOfficialVote.pdf,,,
Illinois,2012,,3/20/12,11/6/12,,,N,,,,,,,,https://www.elections.il.gov/Downloads/ElectionInformation/VoteTotals/2012GPOfficialVote.pdf,https://www.elections.il.gov/Downloads/ElectionInformation/VoteTotals/2012GEOfficialVote.pdf,,,
Illinois,2014,,3/18/14,11/4/14,,,N,,,,,,,,https://www.elections.il.gov/Downloads/ElectionInformation/VoteTotals/2014GPOfficialVote.pdf,https://www.elections.il.gov/Downloads/ElectionInformation/VoteTotals/2014GEOfficialVote.pdf,,,
Illinois,2016,,3/15/16,,,,,,,,,,,,,,,,
Illinois,2018,,3/20/18,,,,,,,,,,,,,,,,
Illinois,2020,,3/17/20,,,,,,,,,,,,,,,,
Illinois,2022,,6/28/22,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Indiana,1998,,5/5/98,11/3/98,,,N,,,,,,,,http://www.tippecanoe.in.gov/egov/apps/document/center.egov?view=item;id=3104,http://clerk.house.gov/member_info/electioninfo/1998election.pdf,,,
Indiana,2000,,5/2/00,11/7/00,,,N,,,,,,,,http://www.in.gov/sos/elections/2922.htm,http://clerk.house.gov/member_info/electioninfo/2000election.pdf,,,
Indiana,2002,,5/7/02,11/5/02,,,N,,,,,,,,http://www.in.gov/sos/elections/files/2002_ELECTION_BOOKLET.pdf,,,,
Indiana,2004,,5/4/04,11/2/04,,,N,,,,,,,,http://www.in.gov/sos/elections/files/AR-M550N_20120328_154342.pdf,,,,
Indiana,2006,,5/2/06,11/7/06,,,N,,,,,,,,http://www.in.gov/sos/elections/files/2006_Election_Report.pdf,,,,
Indiana,2008,,5/6/08,11/4/08,,,N,,,,,,,,http://www.in.gov/sos/elections/files/AR-M550N_20120404_152743.pdf,,,,
Indiana,2008,,,3/11/08,,,Y,,,,,7,,,,http://www.in.gov/sos/elections/files/2008_Special_Election_Results.pdf,,,
Indiana,2010,,5/4/10,11/2/10,,,N,,,,,,,,http://www.in.gov/sos/elections/files/2010_ELECTION_RESULTS_155618.pdf,,,,
Indiana,2012,,5/8/12,11/6/12,,,N,,,,,,,,http://www.in.gov/sos/elections/2400.htm,,,,
Indiana,2014,,5/6/14,11/4/14,,,N,,,,,,,,http://www.in.gov/sos/elections/2400.htm,,,,
Indiana,2016,,5/3/16,,,,,,,,,,,,,,,,
Indiana,2018,,5/8/18,,,,,,,,,,,,,,,,
Indiana,2020,,6/2/20,,,,,,,,,,,,,,,,
Indiana,2022,,5/3/22,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Iowa,1998,,6/2/98,11/3/98,,,N,,,,,,,,http://www.cnn.com/ALLPOLITICS/1998/06/03/iowa.results/,,,,
Iowa,2000,,6/6/00,11/7/00,,,N,,,,,,,,http://sos.iowa.gov/elections/pdf/primcanv.pdf,,,,
Iowa,2000,,,1/4/00,,,Y,,,,,,,,http://sos.iowa.gov/elections/results/#2,,,,
Iowa,2001,,,6/12/01,,,Y,,,,43,,,,http://sos.iowa.gov/elections/results/,,,,
Iowa,2001,,,6/12/01,,,Y,,,85,,,,,http://sos.iowa.gov/elections/results/,,,,
Iowa,2001,,,11/6/01,,,Y,,,82,,,,,http://sos.iowa.gov/elections/results/,,,,
Iowa,2002,,6/4/02,11/5/02,,,N,,,,,,,,http://sos.iowa.gov/elections/pdf/2002/results/PRI_USSenator.pdf,,,,
Iowa,2002,,,1/28/02,,,Y,,,28,,,,,http://sos.iowa.gov/elections/results/,,,,
Iowa,2002,,,2/19/02,,,Y,,,,39,,,,http://sos.iowa.gov/elections/results/,,,,
Iowa,2002,,,3/12/02,,,Y,,,,10,,,,http://sos.iowa.gov/elections/results/,,,,
Iowa,2003,,,1/14/03,,,Y,,,,26,,,,http://sos.iowa.gov/elections/results/,,,,
Iowa,2003,,,2/11/03,,,Y,,,62,,,,,http://sos.iowa.gov/elections/results/,,,,
Iowa,2003,,,8/5/03,,,Y,,,100,,,,,http://sos.iowa.gov/elections/results/,,,,
Iowa,2003,,,8/26/03,,,Y,,,30,,,,,http://sos.iowa.gov/elections/results/,,,,
Iowa,2004,,6/8/04,11/2/04,,,N,,,,,,,,http://sos.iowa.gov/elections/pdf/2004/primary/PrimaryCanvassSummaryFinal.pdf,,,,
Iowa,2004,,,2/3/04,,,Y,,,,30,,,,http://sos.iowa.gov/elections/results/,,,,
Iowa,2006,,6/6/06,11/7/06,,,N,,,,,,,,http://sos.iowa.gov/elections/pdf/2006/primary/2006PrimaryElectionOfficialResults.pdf,,,,
Iowa,2008,,6/3/08,11/4/08,,,N,,,,,,,,http://sos.iowa.gov/elections/pdf/2008/OfficialResultsReport2008Primary.pdf,,,,
Iowa,2009,,,11/24/09,,,Y,,,33,,,,,http://sos.iowa.gov/elections/results/,,,,
Iowa,2009,,,9/1/09,,,Y,,,90,,,,,http://sos.iowa.gov/elections/results/,,,,
Iowa,2010,,6/8/10,11/2/10,,,N,,,,,,,,http://sos.iowa.gov/elections/pdf/2010/canvsummary.pdf,,,,
Iowa,2011,,,11/8/11,,,Y,,,,18,,,,http://sos.iowa.gov/elections/results/,,,,
Iowa,2011,,,1/18/11,,,Y,,,,35,,,,http://sos.iowa.gov/elections/results/,,,,
Iowa,2011,,,1/4/11,,,Y,,,,28,,,,http://sos.iowa.gov/elections/results/,,,,
Iowa,2012,,6/5/12,11/6/12,,,N,,,,,,,,http://sos.iowa.gov/elections/pdf/2012/primary/Winnerlist.pdf,,,,
Iowa,2012,,,12/11/12,,,Y,,,,22,,,,http://sos.iowa.gov/elections/results/,,,,
Iowa,2013,,,11/19/03,,,Y,,,,13,,,,http://sos.iowa.gov/elections/results/,,,,
Iowa,2013,,,10/22/13,,,Y,,,33,,,,,http://sos.iowa.gov/elections/results/,,,,
Iowa,2013,,,1/22/13,,,Y,,,52,,,,,http://sos.iowa.gov/elections/results/,,,,
Iowa,2014,,6/3/14,11/4/14,,,N,,,,,,,,http://sos.iowa.gov/elections/pdf/2014/primary/countystats.pdf,,,,
Iowa,2014,,,12/30/14,,,Y,,,,12,,,,http://sos.iowa.gov/elections/results/,,,,
Iowa,2014,,,1/7/14,,,Y,,,25,,,,,http://sos.iowa.gov/elections/results/,,,,
Iowa,2015,,,1/6/15,,,Y,,,4,,,,,http://sos.iowa.gov/elections/results/,,,,
Iowa,2015,,,2/10/15,,,Y,,,23,,,,,http://sos.iowa.gov/elections/results/,,,,
Iowa,2016,,6/7/16,,,,,,,,,,,,,,,,
Iowa,2018,,6/5/18,,,,,,,,,,,,,,,,
Iowa,2020,,6/2/20,,,,,,,,,,,,,,,,
Iowa,2022,,6/7/22,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Kansas,1998,,8/4/98,11/3/98,,,N,,,,,,,,http://www.kssos.org/elections/98elec/98facts.html,,,,
Kansas,2000,,8/1/00,11/7/98,,,N,,,,,,,,http://www.kssos.org/elections/00elec/factshet.pdf,,,,
Kansas,2000,,4/4/00,,,,Y,Y,,,,,,,,,,,
Kansas,2002,,8/6/02,11/5/02,,,N,,,,,,,,http://www.kssos.org/elections/02elec/2002elec.html,,,,
Kansas,2004,,8/3/04,11/2/04,,,N,,,,,,,,http://www.kssos.org/other/2004CandFactSheet.html,,,,
